question_id,amazon.nova-lite-v1:0,amazon.nova-micro-v1:0,amazon.nova-pro-v1:0,azerogpt,chatgpt-4o-latest-2025-01-29,chatgpt-4o-latest-2025-03-27,claude-3-5-haiku-20241022,claude-3-5-sonnet-20241022,claude-3-7-sonnet-20250219-base,claude-3-7-sonnet-20250219-thinking-64k,claude-3-opus-20240229,command-r-08-2024,command-r-plus-08-2024,deepseek-r1,deepseek-r1-distill-llama-70b,deepseek-r1-distill-qwen-32b,deepseek-v3,deepseek-v3-0324,dracarys2-72b-instruct,dracarys2-llama-3.1-70b-instruct,gemini-1.5-pro-002,gemini-2.0-flash-001,gemini-2.0-flash-exp,gemini-2.0-flash-lite-001,gemini-2.0-flash-lite-preview-02-05,gemini-2.0-flash-thinking-exp-01-21,gemini-2.0-flash-thinking-exp-1219,gemini-2.0-pro-exp-02-05,gemini-2.5-pro-exp-03-25,gemini-exp-1206,gemma-2-27b-it,gemma-3-27b-it,gpt-4.5-preview-2025-02-27,gpt-4o-2024-08-06,gpt-4o-2024-11-20,gpt-4o-mini-2024-07-18,grok-2-1212,grok-beta,hunyuan-turbos-20250313,learnlm-1.5-pro-experimental,llama-3.3-70b-instruct-turbo,meta-llama-3.1-405b-instruct-turbo,meta-llama-3.1-70b-instruct-turbo,meta-llama-3.1-8b-instruct-turbo,mistral-large-2411,mistral-small-2409,mistral-small-2501,mistral-small-2503,o1-2024-12-17-high,o1-mini-2024-09-12,o3-mini-2025-01-31-high,o3-mini-2025-01-31-low,o3-mini-2025-01-31-medium,qwen2.5-max,qwq-32b,qwq-32b-preview,step-2-16k-202411,category,task
049ed4055f772aa9bccfda47ae425ee8a3c16d2c74330818d0397890795ea7fb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,coding,coding_completion
04ba0de18e7e610784c9fa98aa3db11104e0010bdcf47c79fb7db1063cad24f8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,language,typos
0664f46bd7bf6217d229be6762834af2aa642e7b97b14469f478c93a382ee520,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,coding,LCB_generation
0826ba132a1ec47539e3d69e58559dc0cad673bd297b996c211f360f46cc4fde,0.01851851851851849,0.05555555555555558,0.03703703703703709,0.05555555555555558,0.14814814814814814,0.2222222222222222,0.07407407407407407,0.16666666666666663,0.18518518518518523,0.2407407407407407,0.11111111111111116,0.09259259259259256,0.09259259259259256,0.05555555555555558,0.07407407407407407,0.07407407407407407,0.12962962962962965,0.2222222222222222,0.11111111111111116,0.03703703703703709,0.14814814814814814,0.07407407407407407,0.12962962962962965,0.05555555555555558,0.01851851851851849,0.11111111111111116,0.07407407407407407,0.12962962962962965,0.2222222222222222,0.12962962962962965,0.07407407407407407,0.05555555555555558,0.20370370370370372,0.05555555555555558,0.03703703703703709,0.07407407407407407,0.16666666666666663,0.03703703703703709,0.03703703703703709,0.12962962962962965,0.09259259259259256,0.18518518518518523,0.09259259259259256,0.05555555555555558,0.07407407407407407,0.03703703703703709,0.03703703703703709,0.07407407407407407,0.03703703703703709,0.03703703703703709,0.03703703703703709,0.01851851851851849,0.05555555555555558,0.18518518518518523,0.11111111111111116,0.01851851851851849,0.03703703703703709,language,plot_unscrambling
09c0c67ed82f00989b1c9c48646e2c31c89b81dd2afc922cf241ba082afef18b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,coding,LCB_generation
0a0385df33f3d95602ab7f1a78de0bfc276cd8067d27336188e84341cdd02032,0.4,0.4,0.2,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.3,1.0,0.4,0.3,0.4,0.3,0.3,0.2,1.0,0.3,0.4,0.3,0.3,0.2,0.3,0.2,0.3,0.3,0.4,0.4,1.0,0.4,0.4,0.3,0.4,0.2,0.4,instruction_following,paraphrase
0becbf34d783f6150de35cbf89625935cd947959adf3c122e0da5e22e5514187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,language,typos
0c1688303f94019295a1fe3d5d691494e6226647d863fbaf7205cd12573d1dd5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,coding,LCB_generation
0c17b29fce6479d06c09ced0e14c2eb305c0c410e25e94c0e2d907a893fbb168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,language,typos
0cf152400c9ee0e6ab023d86d424a072ead842bbd0256fcccc6f119104543d9e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,language,typos
0cf5814b25d7aa0420a7d6d8f03e0ccd977c61fb996be04f8c3221153ba1f005,0.375,0.375,1.0,0.375,0.375,1.0,0.375,0.375,1.0,1.0,0.375,0.25,0.375,1.0,1.0,0.375,1.0,1.0,0.375,1.0,1.0,1.0,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.375,1.0,0.375,1.0,1.0,0.375,1.0,1.0,1.0,0.375,0.375,1.0,0.375,1.0,1.0,1.0,0.375,1.0,1.0,1.0,1.0,1.0,0.375,1.0,instruction_following,paraphrase
0d60474b825753ed810d23b708e23adda4d98a71b6682b844b3b756f7f23b5d5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,language,typos
0d62cddf1b9b189b3806f8c8592cc68955cc4253d18d55e537a2cf5b14aa4830,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,language,typos
0eb40998f098687b56ca73995efe43925a8e557b7fc49deddc648a8a2141d3ef,0.13888888888888884,0.08333333333333337,0.11111111111111116,0.11111111111111116,0.4444444444444444,0.2777777777777778,0.2222222222222222,0.36111111111111116,0.41666666666666663,0.4444444444444444,0.3055555555555556,0.11111111111111116,0.2222222222222222,0.08333333333333337,0.16666666666666663,0.16666666666666663,0.2777777777777778,0.19444444444444442,0.3055555555555556,0.13888888888888884,0.2777777777777778,0.2222222222222222,0.3055555555555556,0.19444444444444442,0.11111111111111116,0.2777777777777778,0.33333333333333337,0.2222222222222222,0.7222222222222222,0.36111111111111116,0.08333333333333337,0.16666666666666663,0.4722222222222222,0.36111111111111116,0.38888888888888884,0.08333333333333337,0.4444444444444444,0.2777777777777778,0.05555555555555558,0.11111111111111116,0.2222222222222222,0.33333333333333337,0.08333333333333337,0.13888888888888884,0.19444444444444442,0.08333333333333337,0.13888888888888884,0.16666666666666663,0.33333333333333337,0.11111111111111116,0.11111111111111116,0.11111111111111116,0.13888888888888884,0.4444444444444444,0.2222222222222222,0.16666666666666663,0.2222222222222222,language,plot_unscrambling
0f90f3ed7d95e22249b1376b7f31afddcf5f6de2f813cd91d64f4f3c47bfb129,0.25,0.25,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.25,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,instruction_following,paraphrase
100c6ce0a28db0672fc9a23207f72ad7decfc90c81f03baf2ecdbb30297993a3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,coding,coding_completion
101e363752a4f40a813226b9d55eaeaba40a95d984f9158a12fa144bc2696733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.25,0.0,1.0,0.5,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,language,connections
109469ec1296f25ee25bc3a09e4265a5df823816b438d97cb3d2ba15717626b5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,coding,LCB_generation
11aaf19be1a0512eb0a266d0bcf1d639d05cf0ca75e07dbbab8dc03f71f4cfb8,0.039215686274509776,0.039215686274509776,0.07843137254901966,0.05882352941176472,0.07843137254901966,0.2941176470588235,0.05882352941176472,0.21568627450980393,0.4509803921568627,0.4117647058823529,0.1568627450980392,0.05882352941176472,0.039215686274509776,0.05882352941176472,0.05882352941176472,0.039215686274509776,0.17647058823529416,0.039215686274509776,0.05882352941176472,0.05882352941176472,0.11764705882352944,0.17647058823529416,0.2941176470588235,0.05882352941176472,0.019607843137254943,0.07843137254901966,0.07843137254901966,0.33333333333333337,0.5490196078431373,0.3137254901960784,0.07843137254901966,0.039215686274509776,0.3921568627450981,0.039215686274509776,0.019607843137254943,0.019607843137254943,0.3137254901960784,0.05882352941176472,0.07843137254901966,0.13725490196078427,0.1568627450980392,0.3529411764705882,0.05882352941176472,0.039215686274509776,0.21568627450980393,0.019607843137254943,0.019607843137254943,0.019607843137254943,0.07843137254901966,0.039215686274509776,0.019607843137254943,0.039215686274509776,0.019607843137254943,0.3529411764705882,0.11764705882352944,0.21568627450980393,0.019607843137254943,language,plot_unscrambling
11fe6e706f1d052a38c42d39c3d2ef5f94a6bbee363a0b297ffda502b2e5c6bf,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.25,1.0,0.0,0.25,language,connections
12511f1ecaf9b43b03990406cbc2634eb438a570f7083526de0a4ca894d64371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,instruction_following,paraphrase
144c259683619eb1933d438d181f73500d58bc54fa27c84b9575ae10e1a879fa,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,language,typos
1597a46fa20861cb667a3233363762f3f6df6f4a51fd205fd6b496cfc3f47c09,1.0,0.4,1.0,0.4,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,1.0,instruction_following,paraphrase
15b97089ff238df02cdec621f3bd0d14e0b096e4d26d463e2bcb66a0fcb57a9c,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,coding,coding_completion
15c6b7596ca96c40d0c142303178478af8d3f9d0f780d2fbad65e0fa411970b7,0.3333333333333333,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,instruction_following,paraphrase
162ad0e042c0e4d60efa30e270f8e1665b0795af06341a69fbdc34b5b03e0185,0.0,0.0,0.5,0.25,0.75,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.5,0.0,0.25,0.0,0.0,0.25,0.5,0.0,1.0,0.25,0.0,0.25,1.0,1.0,0.0,0.0,0.25,0.25,0.25,1.0,0.0,1.0,1.0,0.0,0.25,0.25,0.25,0.25,1.0,0.25,1.0,0.5,0.25,0.5,0.25,0.0,0.25,language,connections
16503edeb04a3a1af42e446248632951a149ca0cb3253c2e4fc91716ad53b5c7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,coding,coding_completion
1693afc152bb5f955ac7298d7381160294b7a32c0844c02817d7a66a0e028750,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coding,coding_completion
16fb644056966e4fe6108344fd0ffc9f45b8fe5e68d428a5a0fd53ff8e9aa814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,language,typos
176daded29d196e2697bff1351ef4a77c31ffad3757b20405a6c7a346af31ddb,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,coding,LCB_generation
